,RMS,Mean,Var,Skew,Kurt,CrestFactor,ImpulseFactor,ShapeFactor,Median,Range,FaultType
0,0.10947401473313759,0.03190721941733311,0.010968279405799761,-0.009272883787412553,-0.26960992604526846,3.5527152351915308,4.395076017101525,1.2371033775986218,0.031845,0.7343,B007
1,0.111911640034173,0.03309686430879712,0.011430678372083605,-0.023417338463407596,-0.22574801017621304,4.158191228882912,5.152976781226864,1.2392351620180775,0.032667,0.82161,B007
2,0.11127570999467745,0.03210842915782602,0.011353185388070754,0.033537971391985166,-0.2806409897632758,3.665040645613561,4.5331631364052996,1.2368657198469917,0.031435000000000005,0.7230000000000001,B007
3,0.11082782218992829,0.033458036902236005,0.011165188230851013,0.020687341917212995,-0.19597820898188845,3.7447275584714665,4.637343499138251,1.2383660564698422,0.034311,0.76059,B007
4,0.11230172519840505,0.03298863082422067,0.01152530878772218,0.0023318482673359217,-0.2398991786138822,3.4431349947372993,4.285430194686707,1.244630315464489,0.031639999999999995,0.75032,B007
5,0.10919743745422013,0.033184964769055,0.010824605165437413,0.011269679525249704,-0.22792744854484726,3.46949533645268,4.303892003595612,1.2404951113138099,0.033078,0.67574,B007
6,0.11270346146186491,0.032564497868451114,0.011643524067056151,-0.005002882597783402,-0.20956145130889237,3.6587163752687886,4.530500984220852,1.2382760836136193,0.033489,0.72094,B007
7,0.1102193095248079,0.033076117556716175,0.011056071123116958,0.026389389644514438,-0.2083465471934689,3.455928018803871,4.288655963721295,1.2409563915644397,0.033695,0.70738,B007
8,0.11182537126097783,0.033370366967520805,0.011393191771865352,0.013629186795299326,-0.20728235070602397,3.375083809193693,4.190795262716411,1.2416862808860414,0.032873,0.66629,B007
9,0.1100198885672381,0.033208024010119144,0.011003398908570015,-0.028821591132120777,-0.23785445133869176,3.5686275010181663,4.4170348579683765,1.2377405197679363,0.034311,0.70162,B007
10,0.11109017124254825,0.033738411721886734,0.011204574442326042,0.048432839673429345,-0.269869266831694,3.943013095583668,4.878251816665106,1.2371888447768389,0.034311,0.74149,B007
11,0.1111736491787773,0.03270367839072956,0.011291892663967176,-0.03312742508118965,-0.26681955378628297,3.320930838622495,4.101317211909316,1.2349902515917857,0.033489,0.663,B007
12,0.11110296405956026,0.03524588818345031,0.011103408198576336,0.08596058045137697,-0.26824884834105234,3.360036369505636,4.182250137245233,1.2447038297566315,0.032667,0.6969,B007
13,0.11056126323093056,0.03429280238126326,0.011049600059520775,0.0336841141617478,-0.16191951540079152,3.618084565156186,4.508194529569045,1.2460169043545932,0.032256,0.71621,B007
14,0.1103960759830198,0.0334410333899135,0.011070797765445568,-0.003987745514629558,-0.25782082856228383,3.7239548266483085,4.595842761818712,1.2341295680955222,0.033695,0.79695,B007
15,0.1079660342670324,0.032880732133181,0.010577248343723877,-0.022106440571095447,-0.23447795440026598,3.893446701583237,4.795355193608852,1.231647833180524,0.036571,0.76183,B007
16,0.11095510967210147,0.03194714308307491,0.011292259443565936,-0.0012452862309082872,-0.28697520457673287,3.496008441128453,4.315252186066894,1.2343368898371432,0.032873,0.7149800000000001,B007
17,0.11199312608559407,0.035797116794516075,0.011262864954478214,-0.048448727726216494,-0.1895108447545839,3.3736892004535366,4.166349829188353,1.234953661003585,0.037804,0.7195,B007
18,0.10961354903214544,0.03434012230944997,0.010837654966671413,0.04751389201081036,-0.23501956282023517,3.4993849153402623,4.341995462101209,1.2407881862515873,0.033489,0.66526,B007
19,0.10814966770156421,0.029927933492737067,0.010802432507561473,-0.039827295366578884,-0.2431573220606218,3.2541940024371407,4.019595677959037,1.2352046850767562,0.031435000000000005,0.6856,B007
